filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
003555.wav,footsteps;keychain;door_open_close,Samsung A73,mobile,hallway,"I jingled a keychain near the entrance, opened and closed the door, and then walked a few steps in the hallway. The events occur sequentially in a realistic entry scene.",CC0 (Public Domain Dedication),13074cd904a5a99b,
004536.wav,door_open_close;toilet_flushing;running_water,Samsung Galaxy  54,static,bathroom,"I openened the bathroom door, walked in, flushed and then washed my hands",CC0 (Public Domain Dedication),4547f5bda769cf0d,phone_vibration
001121.wav,toilet_flushing;running_water;door_open_close,Samsung Galaxy S24+,static,toilet,"The air conditioner in the toilet is on. I flushed the toilet and washed my hands in the meantime, finally I opened my bathroom door.",CC0 (Public Domain Dedication),2c5efe2365fcc822,air_conditioner_working
003655.wav,microwave;running_water,iPhone 13 Pro,static,kitchen,"I opened the microwave, started it, and let it run. While it was running, I turned on the tap and filled a glass with water so both target sounds overlapped. After the water stopped, the microwave finished with a beep and I opened it again.",CC0 (Public Domain Dedication),9489af293c7e34c2,glass_handling;microwave_door_open_close
000967.wav,footsteps;vacuum_cleaner;phone_ringing;window_open_close,Asus Zephyrus G14,static,bedroom,i walked to the vacuum cleaner then turned it on. My phone rang then i went to close the window,"CC-BY 4.0 (Attribution License), Author: Chiegeonunti Chinemerem Nwobodo",3138bd694b995b26,
005083.wav,cutlery_dishes,Wireless Lavalier Microphone,mobile,kitchen,Mixing tea in a cup with a metal spoon while the dishwasher runs silently in the background.,"CC-BY 4.0 (Attribution License), Author: Theodor Senk",d44a5f69a004d5aa,dishwasher
002954.wav,microwave;cutlery_dishes;footsteps;phone_ringing,Redmi Note 9 Pro,mobile,kitchen,"I am opening microwave and putting there some food, then closing and starting it. While it is working, my phone rang, so I went to take it. While I was walking, I accidentally stumbled into the chair.",CC0 (Public Domain Dedication),793708d11a7fc18d,chair_drag
001403.wav,phone_ringing;footsteps;door_open_close,iPhone 15 Pro Max,mobile,living_room,A phone started ringing in another room. I walked quickly toward the sound with audible footsteps. I opened the door to reach the phone and answered it before closing the door again.,CC0 (Public Domain Dedication),0a1774b074c47530,
001342.wav,keyboard_typing;wardrobe_drawer_open_close,CMF Phone 1,static,bedroom,"I was typing on a keyboard, then I started coughing so I stopped typing, got up and walked over to a drawer, opened the drawer got some cough medicine, then I have shut the drawer.",CC0 (Public Domain Dedication),eec24afaf12a8cdd,coughing
002471.wav,footsteps;running_water;cutlery_dishes,Iphone 15 Plus,static,kitchen,"I walked over to the kitchen, where I had turned on the sink to create the sound of flowing water, and started to wash my cutlery so that it would make noise. I turned off the water and put the cutlery back, so it was making noise individually.",CC0 (Public Domain Dedication),0ad56db2216ace6f,
002273.wav,cutlery_dishes,Samsung Galaxy A33,static,kitchen,"I used my spoon to mix the tea and then I drank the tea. After drinking the tea, I coughed a bit.",CC0 (Public Domain Dedication),e2318f956e857704,coughing;slurping
003894.wav,cutlery_dishes;running_water;coffee_machine,Google Pixel 9a,static,kitchen,"I took a sponge, turned on the sink, rinsed and cleaned a coffee mug under the running water with the sponge. Meanwhile someone was making coffee with the coffee machine.",CC0 (Public Domain Dedication),7cefcee6f1c1f41a,
001941.wav,running_water;door_open_close,Oneplus 12,static,toilet,"I turned off the shower, opened the shower door, used a towel, and turned on the hair dryer,  all this time, there was the ventilation system running.",CC0 (Public Domain Dedication),a0c73be165b34514,cloth_noise;har_dryer;ventilation_noise
003697.wav,toilet_flushing;wardrobe_drawer_open_close;running_water;footsteps,iPhone 13,mobile,toilet,"I flushed the toilet, walked to the drawer, while my roommate coughed in another room, turned on the water to wash my hands and then turned it off.","CC-BY 4.0 (Attribution License), Author: Mykhailo Otroshko",495fc0c17b5565e2,coughing
004830.wav,microwave;running_water;phone_ringing,iPhone 15 Pro,static,kitchen,"There is a phone notification, I then started the microwave, after that turned on the sink, then a phone rang and I turned off the sink.","CC-BY 4.0 (Attribution License), Author: Simon Gao",e7b2541fca16de1f,
005679.wav,running_water;bell_ringing;microwave,Apple iPad Air 4,static,kitchen;hallway,The water was running and the bell rang. I also used the microwave at the same time.,CC0 (Public Domain Dedication),236eb29658e7721b,
000641.wav,vacuum_cleaner;phone_ringing;footsteps,iPhone 14 Pro,mobile,living_room,"I turned on the vacuum cleaner and moved across the living room while vacuuming. While the vacuum cleaner was still running, my phone received a call and rang simultaneously. I then turned off the vacuum cleaner and walked away.",CC0 (Public Domain Dedication),2b9fec5fbc45c236,
005418.wav,footsteps;window_open_close;running_water;cutlery_dishes,Samsung Galaxy A22 5G,static,kitchen,"I went to the window and opened it. Then I went to the sink, turned on the water, washed the cutlery and dishes, and then turned off the water.",CC0 (Public Domain Dedication),590dcfcf21835dae,water_draining
005677.wav,running_water;microwave,Apple iPad Air 4,static,kitchen,I used the microwave while the water was running.,CC0 (Public Domain Dedication),236eb29658e7721b,
004502.wav,footsteps;light_switch;bell_ringing;door_open_close,Samsung Galaxy A55 5G,mobile,living_room;hallway,I am walking to the door and switching on the lights to open someone the door who is ringing.,CC0 (Public Domain Dedication),8ab735ce430f13fb,
002383.wav,keychain;phone_ringing,MacBookPro,static,bedroom,"I played around with my KeyChain, after a bit my phone rang, sounds were overlapping, phone stopped ringing, continued to play with the keychain and phone rang again, but with a different volume.",CC0 (Public Domain Dedication),05f4dccfa25d37fb,
002406.wav,cutlery_dishes;microwave;running_water,iPhone 17,mobile,kitchen,"Handheld kitchen recording at lunch. Plates and cutlery handled, microwave started, tap used to rinse dishes while waiting.",CC0 (Public Domain Dedication),74242677b16e8d16,fridge_hum
005642.wav,keychain;footsteps,Samsung Galaxy S21,mobile,bedroom,"As I was leaving my bedroom, I looked for my keys. After I found them, I used them to lock the door, then I put them away back into my pocket.","CC-BY 4.0 (Attribution License), Author: Zsófia Fanni Fazekas",01b2d1b15313afca,
004291.wav,footsteps;keychain;door_open_close;light_switch,Iphone 14 Pro,mobile,hallway;bedroom,"I walked to the bedroom while holding my keys. I used the keychain to open and close the door. After entering the room, I turned the light switch on.",CC0 (Public Domain Dedication),c5ca195d8cb2b49c,key_lock_noise
004509.wav,wardrobe_drawer_open_close;footsteps,samsung_galaxy_A34,static,bedroom,The door of the wardrobe opened(hit by the wall). i opened the drawer to check something,"CC-BY 4.0 (Attribution License), Author: Rona Thomas",5e9e111d5acba064,door_hitting_wall
004187.wav,wardrobe_drawer_open_close;running_water;bell_ringing,iPhone-14-Pro,mobile,kitchen,I took a glass out of a drawer and poured my self a glass of water,"CC-BY 4.0 (Attribution License), Author: Paul Breburda",cc4b2ec22d474544,scratching
005036.wav,keyboard_typing;phone_ringing,Poco X3 Pro,static,living_room,"I keyboard type, the phone ring, I closed it and continued typing, the phone ring again",CC0 (Public Domain Dedication),72161e27fe5d30fb,
003685.wav,window_open_close;phone_ringing;keyboard_typing,G435 headphones,mobile,office,"I go to window, close it, sit on chair, achive phone notification and start typing on keyboard",CC0 (Public Domain Dedication),9291ddae7442589b,
003337.wav,footsteps;window_open_close;wardrobe_drawer_open_close,Samsung Galaxy S25,static,bedroom,"I stood up from bed, went to the window and opened it. Afterwards I opened the drawer and took a T-Shirt. I went to the wardrobe, opened it, took a sweater hanging on a coat hook and closed the wardrobe",CC0 (Public Domain Dedication),82638109d0cf47e7,bird_noise;drawer_search_noise
004087.wav,footsteps;running_water;window_open_close,iPhone,mobile,kitchen,"I walked to the kitchen, drank some water, opened the window and coughed.",CC0 (Public Domain Dedication),81aca499c1cf3dc2,
003729.wav,running_water;phone_ringing,iPhone 16 ProMax,static,bathroom,"I was washing my hands with soap under running water. While I was doing this, the phone started ringing.","CC-BY 4.0 (Attribution License), Author: Nadejda Șochina",7942ed2af209bce3,
003554.wav,window_open_close;running_water;light_switch;door_open_close,iphone 12 ,static,bathroom,"went to wash my face but to close the window beforehand  , did the normal aswell switched the light on and closed the door",CC0 (Public Domain Dedication),f0bf33de3988bcef,
000405.wav,door_open_close;vacuum_cleaner,Samsung Galaxy A54,static,bedroom,"I was using the drill to drill something, then closed the balcony door then started the vacuum cleaner to clean.","CC-BY 4.0 (Attribution License), Author: Altin Jusufi",cdb0e502ba22f06f,drill
004386.wav,keyboard_typing;cutlery_dishes;window_open_close;footsteps,Samsung Galaxy S23,static,office,"I worked on the computer, then took a sip of coffee. After that, I opened the window and finally got back to work.",CC0 (Public Domain Dedication),79b3856094c49bb8,turn_up_one's_nose;slurping
001632.wav,keyboard_typing;phone_ringing,iPhone 15,static,office,I collected some sheets of paper and sorted them. Then i clicked my pen and wrote some notes on the sheets. Then I clicked the pen again and started typing on my keyboard. While typing my phone received a notification. Then i clicked the pen again.,CC0 (Public Domain Dedication),b4929ef29a367487,paper_work;pen_clicking;writing
004496.wav,keyboard_typing;bell_ringing;keychain;door_open_close,Samsung Galaxy A55 5G,static,office,I am working on my pc and someone isringing on the door and i pick my keys up to open the door.,CC0 (Public Domain Dedication),8ab735ce430f13fb,
000884.wav,footsteps;light_switch;door_open_close,Samsung Galaxy A55,mobile,hallway,Having come home from the University; you open the door; turn the lights on and walk through the hallway and open and close your rooms door.,"CC-BY 4.0 (Attribution License), Author: Bernát Somogyi",caf09cacf609238d,
003559.wav,light_switch;toilet_flushing;running_water,Samsung A73,static,toilet;bathroom,"I switched the light on or off, flushed the toilet, and then turned on the tap. The events happen one after another in a bathroom routine.",CC0 (Public Domain Dedication),13074cd904a5a99b,
001796.wav,footsteps;door_open_close;keychain;running_water,CAT S75,static,kitchen;living_room,I close the door inside the living room and walk with my keychain into the kitchen. Then open the water faucet.,CC0 (Public Domain Dedication),dbd82fe5d6cae939,none
004813.wav,light_switch;footsteps;window_open_close;keyboard_typing,iPhone 16 Pro,mobile,office,"I used the light switch and went to the window. Before I reached the window, I had to move my chair slightly to the side. I opened the window, and the curtains moved as I did so. Next, I typed on my laptop keyboard. Meanwhile, I could hear noise and cars outside.",CC0 (Public Domain Dedication),7768bee53557cd2e,chair;traffic;curtains
005634.wav,microwave;running_water,Galaxy_A35_5G,static,kitchen,"I ran the microwave, took out the food and washed my hand.",CC0 (Public Domain Dedication),4d80d0e60b9adb26,
005415.wav,door_open_close;footsteps;wardrobe_drawer_open_close,Samsung Galaxy A22 5G,mobile,kitchen,"I opened the door, walked in, then closed the door. I went to the drawer, opened it, closed it, and went out.",CC0 (Public Domain Dedication),590dcfcf21835dae,
004630.wav,wardrobe_drawer_open_close;keychain,iphone 15,mobile,living_room,I opened the drawer to search for my keys. I found it and closed it afterwards.,CC0 (Public Domain Dedication),99cdfd4fc94aa985,
003120.wav,footsteps;keychain;door_open_close,Xiaomi Redmi Note 14 Pro+,mobile,hallway,"I walked down the hallway with keys in my hand. The keys produced a ringing sound while I approached the door. I unlocked the door, opened it, closed it again, and locked it before walking away.","CC-BY 4.0 (Attribution License), Author: Marián Kováč",fa0e1057e1917ba0,lock_turning
005685.wav,wardrobe_drawer_open_close;phone_ringing;keychain,iphone 15 pro max,static,bedroom,"In the bedroom with the device stationary, a wardrobe or drawer is opened while searching for something. A keychain is handled, producing short jingle sounds near the microphone. During this, a phone rings briefly, overlapping with the keychain handling.",CC0 (Public Domain Dedication),60f663079174eb88,
004811.wav,light_switch;wardrobe_drawer_open_close;keychain;keyboard_typing,iPhone 16 Pro,mobile,office,"I turned on the light and went to my desk. I opened my drawer and put my keys in it. Then I closed the drawer, sat down in my chair, and logged into my laptop.",CC0 (Public Domain Dedication),7768bee53557cd2e,chair_squeak
